,word,df1,df2,df3,df4,df5,df6,df7,df8,df9,df10,df11,df12,df13,df14,df15,df16,df17,df18,df19,df20,df21,df22,df23,df24,df25,df26,df27,df28,df29,df30,df31,df32,df33,df34,df35,df36,df37,df38,df39,df40,df41,df42,df43,df44,df45,df46,df47,df48,df49,df50
74,justic,0,2.7917595,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.6931472,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0
75,progress,0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
76,ad,0,1.6931472,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,1.6931472,0,0,0,0,0,0,0,0,0,0
77,wipe,0,2.0986123,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,0,1.0,0
78,from,4.433987,5.465908,3.8332133,3.3978953,3.1972246,2.7917595,2.609438,3.7080503,3.3025851,2.609438,3.0794415,2.7917595,3.3025851,2.7917595,2.9459102,2.0986123,2.609438,2.0986123,2.0986123,3.7725887,2.3862944,2.609438,3.9957323,2.3862944,4.2580967,3.8332133,2.3862944,2.0986123,2.609438,2.0986123,3.3025851,2.9459102,2.609438,3.7080503,2.0986123,2.609438,2.609438,2.0986123,2.0986123,1.6931472,1.6931472,2.609438,1.0,2.0986123,3.0794415,2.9459102,2.609438,2.3862944,2.0986123,0
79,hi,5.59512,7.0684257,4.663562,4.135494,3.0794415,4.0445223,3.8332133,5.0430512,4.713572,5.204693,4.433987,4.0445223,3.4849067,4.0445223,4.178054,4.555348,4.3672957,3.0794415,3.7725887,4.5263605,4.912023,4.871201,5.9272537,3.9957323,4.8918204,3.8332133,3.6390574,3.944439,4.713572,4.0445223,4.295837,4.0910425,3.4849067,5.0943446,4.5263605,3.8332133,3.8332133,3.9957323,4.465736,3.3978953,3.3978953,2.9459102,3.8332133,4.3672957,3.3978953,3.5649493,4.8066626,3.3025851,4.178054,1.6931472
80,brow,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0
81,perspir,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,1.6931472,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,2.0986123,0,1.0,0,0,0,0,0,0,0,0,0,0
82,had,4.951244,5.934474,4.218876,1.0,1.0,1.0,4.178054,3.8332133,3.8332133,3.7725887,3.4849067,1.0,2.609438,1.0,1.6931472,2.7917595,2.3862944,2.3862944,2.3862944,3.0794415,3.1972246,4.4011974,4.433987,3.7080503,5.2904596,2.0986123,2.609438,3.5649493,3.5649493,3.5649493,2.9459102,2.3862944,2.609438,4.218876,3.3025851,2.3862944,1.6931472,2.609438,3.1972246,3.4849067,1.0,3.1972246,3.1972246,2.7917595,2.9459102,3.6390574,1.6931472,2.9459102,2.609438,0
83,suddenli,2.0986123,3.9957323,2.0986123,1.6931472,0,0,1.0,1.0,0,0,1.6931472,0,1.0,0,1.0,0,0,0,1.0,1.0,1.0,1.0,1.6931472,0,2.9459102,0,1.0,1.6931472,0,1.0,1.0,0,0,1.6931472,1.0,1.6931472,0,0,0,1.0,0,1.0,2.0986123,0,0,0,0,0,0,0
84,appear,1.6931472,3.3025851,1.0,0,1.0,1.0,0,1.6931472,1.0,1.0,0,1.0,1.6931472,0,0,2.3862944,1.0,0,1.0,0,1.0,0,1.6931472,0,1.0,1.6931472,0,1.0,0,0,1.6931472,0,0,1.6931472,0,1.0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0
85,he,5.919981,7.2186003,5.26268,3.7080503,2.7917595,3.4849067,4.218876,5.189655,4.713572,5.2341065,4.3322043,4.3672957,3.3025851,3.6390574,4.2580967,4.3672957,4.218876,3.0794415,3.3978953,4.3322043,4.7612,5.0775375,5.3820267,4.295837,5.3694477,3.6390574,4.135494,3.8903718,4.713572,4.218876,4.178054,3.7080503,3.8903718,4.6888795,4.583519,4.2580967,3.5649493,4.0445223,4.5263605,3.7725887,3.6390574,2.7917595,4.3322043,4.218876,2.9459102,3.944439,4.555348,4.3672957,4.0910425,1.0
86,wa,5.6821313,6.525453,5.26268,3.0794415,2.7917595,4.610918,4.637586,4.7376695,3.9957323,4.8066626,4.5263605,4.0445223,3.1972246,1.6931472,2.9459102,4.0910425,3.7080503,2.9459102,1.6931472,3.7725887,3.944439,4.637586,5.1743875,4.5263605,5.962845,3.0794415,3.8903718,3.3978953,4.3672957,4.4965076,3.6390574,2.3862944,1.0,4.583519,3.9957323,3.7080503,0,0,3.8332133,2.9459102,2.609438,3.0794415,3.8332133,3.8332133,3.1972246,3.7080503,0,2.0986123,2.609438,1.0
87,evid,1.0,2.609438,2.3862944,0,0,0,0,1.0,0,0,1.0,1.0,1.0,0,0,0,1.6931472,0,0,0,0,0,1.6931472,0,1.0,1.0,0,0,0,1.6931472,1.0,1.0,0,2.3862944,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
88,speak,1.6931472,2.9459102,1.0,1.0,2.0986123,0,0,0,2.0986123,1.0,0,1.0,0,0,0,0,1.0,0,0,0,1.6931472,2.3862944,2.609438,0,2.7917595,2.3862944,0,0,0,2.3862944,1.6931472,0,0,1.0,1.0,0,0,0,1.0,1.6931472,0,1.0,0,2.0986123,0,0,1.0,0,1.6931472,0
89,all,4.4965076,5.564348,4.0910425,3.0794415,3.0794415,2.9459102,3.1972246,3.1972246,2.609438,3.6390574,4.135494,3.3978953,2.3862944,2.7917595,3.0794415,2.0986123,2.9459102,2.0986123,3.3978953,2.7917595,2.609438,4.2580967,4.178054,3.1972246,4.8501477,3.8903718,2.7917595,2.9459102,2.9459102,2.9459102,3.5649493,2.9459102,3.3025851,3.5649493,3.9957323,2.0986123,2.0986123,2.3862944,2.609438,1.6931472,2.609438,3.0794415,3.0794415,2.3862944,2.9459102,2.3862944,2.0986123,2.0986123,3.1972246,1.0
90,probabl,1.0,2.609438,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,1.6931472,1.0,1.6931472,1.6931472,1.0,1.0,0,0,0,0,0,0,0,2.0986123,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,0,0
91,speech,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.609438,1.0,0,0,0,0,0,0,0,0,0,0,2.0986123,0,0,1.0,0,0,1.6931472,0,0,0,2.3862944,0,0,0,0,0,0
92,readi,1.0,1.6931472,1.0,0,0,0,0,0,0,0,1.6931472,1.0,1.0,0,0,0,0,0,0,1.0,0,2.0986123,1.6931472,0,2.0986123,0,0,0,1.0,0,0,1.0,0,1.0,0,0,1.6931472,0,1.0,1.0,0,0,1.0,0,1.6931472,0,1.0,0,1.0,0
93,wound,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,3.4849067,0,1.0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
94,up,4.6888795,5.574711,4.465736,2.609438,2.609438,2.9459102,3.3025851,3.7080503,1.6931472,2.9459102,3.3025851,3.3025851,2.0986123,3.8332133,2.0986123,3.3025851,2.609438,1.0,2.0986123,3.944439,3.1972246,3.3978953,3.7080503,2.7917595,4.295837,3.7725887,3.3025851,2.609438,2.9459102,2.0986123,2.7917595,2.609438,2.0986123,3.3978953,3.0794415,2.609438,2.3862944,2.3862944,2.609438,2.3862944,2.7917595,3.0794415,3.0794415,1.6931472,2.0986123,2.0986123,2.3862944,3.0794415,2.9459102,1.0
95,standard,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
96,fli,1.6931472,1.6931472,2.0986123,1.0,0,0,0,0,1.0,0,0,0,0,2.3862944,0,0,1.0,0,0,1.0,1.0,0,0,0,1.6931472,0,1.0,1.6931472,0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0
97,career,0,1.6931472,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.6931472,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
98,geniu,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0
99,industri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
100,social,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
101,self,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
102,conscious,0,2.0986123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
103,tear,1.0,3.0794415,1.0,0,1.0,1.6931472,2.0986123,1.0,2.3862944,1.6931472,0,0,1.0,0,0,1.6931472,1.0,0,0,2.0986123,0,1.0,2.609438,1.0,3.4849067,1.6931472,1.6931472,1.0,0,1.0,0,1.0,0,1.0,0,0,0,0,1.0,2.3862944,0,0,0,2.0986123,1.0,1.0,1.0,0,2.0986123,0
104,trickl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
105,down,4.0445223,4.637586,3.0794415,1.0,2.0986123,2.9459102,1.0,1.0,0,2.3862944,1.0,1.6931472,2.609438,2.7917595,1.6931472,1.6931472,1.0,0,2.9459102,3.3025851,1.6931472,2.609438,2.9459102,1.0,4.135494,3.4849067,2.3862944,2.3862944,1.6931472,2.9459102,2.3862944,2.0986123,1.0,2.609438,2.609438,2.3862944,1.6931472,2.609438,1.0,1.0,1.6931472,1.6931472,1.0,0,2.7917595,1.6931472,2.9459102,2.3862944,1.0,0
106,wrinkl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0
107,left,2.609438,3.0794415,1.6931472,0,0,0,1.0,1.0,1.6931472,3.0794415,1.0,1.0,1.6931472,0,1.0,1.0,1.6931472,1.0,0,1.0,1.6931472,1.6931472,2.609438,1.0,2.3862944,2.0986123,1.0,2.0986123,0,1.0,0,1.0,2.3862944,0,3.0794415,1.0,0,2.0986123,0,1.6931472,0,0,2.0986123,0,1.0,1.0,0,1.0,0,0
108,cheek,1.6931472,2.7917595,0,0,0,0,0,2.0986123,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,1.6931472,0,0,0,0,0,1.6931472,0,1.0,0,0,0,0,0,1.6931472,0,0,0,0,0,0,0,1.0,0,0
109,gentleman,0,2.9459102,2.3862944,0,0,0,0,2.9459102,0,0,1.6931472,0,2.3862944,0,0,1.0,1.0,0,2.3862944,0,0,2.3862944,1.0,0,1.0,1.6931472,0,0,1.0,2.0986123,0,1.6931472,0,0,2.0986123,0,2.0986123,0,0,1.6931472,2.7917595,0,0,0,1.0,1.0,0,1.6931472,0,0
110,said,4.637586,5.158883,3.8332133,1.6931472,2.7917595,2.0986123,3.1972246,3.7080503,2.0986123,2.7917595,3.3978953,3.0794415,2.3862944,1.0,1.6931472,3.3025851,3.3025851,0,0,3.4849067,3.1972246,3.3025851,4.0910425,3.3978953,4.871201,1.0,3.1972246,2.0986123,3.3025851,3.3025851,3.8903718,1.0,0,2.0986123,3.0794415,3.1972246,1.0,0,2.3862944,2.3862944,0,2.9459102,2.3862944,2.0986123,1.0,0,0,1.6931472,0,0
111,shake,1.0,2.3862944,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6931472,0,0,0,1.6931472,0,0,0,0,1.0,0,0,0,0,0,1.0,0,1.6931472,1.0,0,1.0,0,0,1.0,0,0,0,0
112,voic,2.3862944,3.9957323,2.3862944,1.0,0,1.6931472,0,0,2.3862944,0,1.0,1.0,0,2.609438,0,1.0,3.1972246,0,0,1.6931472,0,2.609438,3.0794415,0,2.9459102,0,1.6931472,2.3862944,1.0,0,1.0,1.0,1.0,2.0986123,2.3862944,1.0,0,0,1.6931472,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0
113,i,5.1108737,6.3375382,4.4965076,4.7612,4.988984,4.135494,5.060443,5.4426513,2.3862944,4.295837,4.5263605,4.3672957,3.9957323,4.8918204,4.8286414,4.7612,4.951244,4.3322043,5.0430512,4.7612,4.7376695,4.3672957,5.477337,4.0910425,5.394449,6.081404,4.3672957,5.0073333,4.3672957,5.276666,4.912023,4.0445223,4.8918204,3.8903718,4.8066626,4.295837,4.6888795,4.4011974,4.4965076,3.3978953,4.4011974,4.951244,4.583519,2.7917595,4.7841897,3.8332133,3.7725887,3.3025851,4.135494,2.7917595
114,did,3.8332133,4.637586,1.6931472,1.0,1.0,0,2.609438,2.609438,2.3862944,3.3025851,1.6931472,2.3862944,2.7917595,1.0,1.0,1.0,0,0,1.0,2.0986123,3.0794415,1.0,3.944439,3.1972246,3.4849067,2.0986123,1.6931472,1.6931472,2.0986123,2.0986123,1.6931472,2.0986123,2.609438,3.1972246,2.0986123,2.0986123,0,0,1.0,1.0,1.0,1.0,0,1.6931472,1.6931472,2.0986123,0,1.0,0,0
115,expect,0,3.1972246,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.6931472,0,1.0,0,0,0,2.3862944,1.6931472,0,1.0,0,0,0,0,1.0,1.6931472,1.6931472,1.0,0,0,1.0,2.0986123,0,0,1.6931472,0,0,0,1.0,0,0,0
116,no,3.944439,5.5849676,3.5649493,3.1972246,3.3025851,2.3862944,3.1972246,3.6390574,1.6931472,2.7917595,3.1972246,2.0986123,3.3978953,2.3862944,2.0986123,2.3862944,2.7917595,0,3.6390574,3.3025851,3.1972246,3.1972246,3.944439,3.0794415,4.218876,3.7080503,2.3862944,2.7917595,2.9459102,2.7917595,3.5649493,2.0986123,2.7917595,3.0794415,3.1972246,2.7917595,2.9459102,2.3862944,2.609438,2.0986123,3.3025851,2.609438,3.3978953,1.6931472,2.3862944,2.3862944,1.6931472,2.9459102,3.3025851,0
117,idea,1.6931472,3.5649493,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.7917595,1.6931472,2.7917595,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,0
118,were,4.3322043,5.394449,4.3322043,1.0,1.0,1.6931472,3.0794415,3.3978953,3.4849067,4.0910425,3.7725887,3.1972246,3.1972246,1.6931472,2.0986123,2.7917595,2.3862944,1.6931472,2.0986123,2.9459102,2.9459102,3.7080503,4.0910425,2.609438,4.465736,1.6931472,1.0,2.0986123,2.0986123,1.6931472,2.7917595,1.0,2.0986123,3.5649493,3.0794415,1.0,0,1.0,2.0986123,1.0,2.0986123,2.609438,3.3025851,2.0986123,2.3862944,1.6931472,2.3862944,2.0986123,2.0986123,0
119,go,4.135494,5.204693,3.3978953,3.3978953,1.6931472,2.0986123,2.609438,4.218876,2.3862944,3.0794415,2.609438,2.609438,2.0986123,2.609438,2.3862944,0,3.3978953,0,3.1972246,3.3025851,3.5649493,2.7917595,4.135494,2.0986123,4.5263605,3.8903718,3.3025851,1.0,1.6931472,1.6931472,2.609438,1.6931472,3.7725887,2.0986123,3.7080503,1.0,1.0,1.6931472,1.6931472,1.6931472,2.3862944,2.609438,3.1972246,1.6931472,1.0,1.0,1.0,1.0,2.609438,0
120,celebr,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,0
121,my,4.3322043,5.158883,3.3025851,2.9459102,3.6390574,2.7917595,3.7080503,3.4849067,1.0,3.0794415,3.7080503,3.0794415,2.609438,4.135494,2.7917595,2.7917595,4.218876,3.5649493,4.295837,2.7917595,3.5649493,3.7725887,4.2580967,3.3978953,4.4011974,5.1743875,2.7917595,3.3025851,2.7917595,4.5263605,4.178054,3.3978953,3.1972246,2.609438,3.7725887,2.609438,2.0986123,3.3025851,2.3862944,2.3862944,3.3025851,3.3978953,2.9459102,2.609438,3.4849067,2.609438,2.609438,3.0794415,3.3978953,0
122,modest,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
123,jubile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6931472,0,0,0,1.0,0,0,0,0,0,0
124,am,2.7917595,4.583519,2.0986123,3.6390574,3.8332133,0,2.0986123,4.0445223,2.0986123,2.0986123,1.6931472,0,1.6931472,3.1972246,2.0986123,2.9459102,3.5649493,2.3862944,3.8332133,3.3025851,2.9459102,2.7917595,3.9957323,2.3862944,3.7080503,4.178054,2.609438,2.9459102,2.3862944,2.3862944,3.1972246,1.6931472,3.4849067,0,3.5649493,1.6931472,3.0794415,2.0986123,3.5649493,1.6931472,1.6931472,2.3862944,2.7917595,0,2.7917595,1.0,2.7917595,2.0986123,2.3862944,0
125,inde,1.0,2.7917595,1.0,1.0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,1.6931472,0,1.0,1.0,0,1.0,1.6931472,0,1.0,0,0,0,0,0,0,0,1.0,0,1.6931472,0,0,1.0,1.6931472,0,1.0,0,1.0,0,0,1.0,0,0,0,1.0,0
126,veri,3.0794415,4.583519,2.7917595,1.0,3.1972246,2.0986123,2.3862944,2.9459102,0,1.0,1.6931472,1.6931472,1.0,0,2.609438,2.3862944,1.6931472,1.0,2.0986123,1.0,2.0986123,1.6931472,3.1972246,2.3862944,4.295837,2.3862944,1.6931472,3.0794415,2.609438,1.0,2.0986123,0,1.0,0,1.0,1.6931472,2.7917595,0,2.0986123,2.0986123,1.6931472,1.0,1.0,0,2.3862944,1.6931472,2.3862944,0,0,0
127,much,1.0,2.9459102,0,0,2.9459102,1.0,1.6931472,1.0,1.6931472,0,1.6931472,1.0,0,0,2.0986123,0,1.0,0,1.0,0,1.0,2.3862944,2.0986123,1.0,3.1972246,0,0,1.0,0,0,1.0,2.0986123,1.0,0,1.0,1.0,1.6931472,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0
128,shall,1.0,3.6390574,0,1.0,0,1.0,0,2.0986123,0,1.0,1.0,0,1.0,2.3862944,2.3862944,2.0986123,1.0,0,1.0,0,1.0,0,1.6931472,2.3862944,2.0986123,2.0986123,1.0,1.6931472,1.6931472,0,1.6931472,0,1.6931472,1.0,0,0,0,0,0,1.0,2.609438,2.0986123,1.0,0,2.0986123,2.3862944,0,1.0,0,0
129,forget,0,0,0,0,0,1.6931472,1.6931472,1.6931472,0,0,1.6931472,1.6931472,0,1.6931472,0,0,0,0,0,0,0,1.6931472,1.0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,1.0,0,2.0986123,0,0,1.0,1.0,0,0,0,0
130,moment,2.0986123,3.0794415,2.0986123,1.0,1.0,1.0,1.6931472,0,1.0,0,0,1.6931472,0,0,0,1.0,0,1.0,2.0986123,1.0,0,0,2.609438,1.0,1.0,2.7917595,1.0,1.0,0,2.609438,0,0,0,1.0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,0,1.0,0,0
131,believ,1.6931472,3.7725887,1.0,1.0,0,0,1.0,1.6931472,0,0,0,2.3862944,1.0,0,1.0,0,1.6931472,0,1.6931472,0,0,0,2.0986123,1.0,2.3862944,2.3862944,0,1.6931472,1.6931472,1.6931472,1.6931472,1.0,1.0,1.6931472,2.0986123,0,0,0,1.6931472,2.0986123,1.6931472,1.6931472,0,1.0,1.6931472,0,0,0,0,0
132,me,4.465736,5.0073333,3.3025851,2.9459102,3.7725887,2.3862944,3.944439,3.7725887,1.0,3.0794415,2.9459102,3.7725887,2.0986123,3.6390574,3.1972246,2.9459102,3.7080503,3.3025851,2.9459102,3.3978953,3.3978953,2.3862944,4.4965076,2.9459102,4.135494,4.8501477,1.6931472,3.7725887,3.1972246,3.9957323,3.7725887,2.9459102,3.4849067,2.0986123,3.7080503,3.5649493,2.609438,2.0986123,2.9459102,2.3862944,3.0794415,2.609438,3.7080503,1.6931472,3.6390574,2.609438,2.9459102,2.7917595,2.0986123,1.6931472
133,friend,0,4.871201,0,1.6931472,0,0,2.0986123,0,0,2.9459102,0,1.0,1.6931472,1.0,0,1.0,0,0,1.0,0,1.6931472,1.0,1.0,0,1.0,1.0,0,0,0,3.1972246,1.0,1.6931472,3.3978953,0,0,1.0,1.6931472,0,0,2.0986123,1.0,0,0,1.6931472,0,2.0986123,0,0,1.0,1.0
134,one,4.7612,5.465908,4.295837,3.0794415,3.7725887,3.3025851,3.3025851,4.0445223,2.7917595,3.1972246,3.8332133,1.6931472,2.3862944,2.0986123,2.9459102,3.3025851,2.0986123,0,3.3025851,3.3978953,1.0,3.1972246,3.8332133,3.3025851,4.135494,3.944439,2.609438,1.6931472,2.3862944,3.4849067,3.5649493,2.0986123,3.6390574,3.5649493,2.7917595,2.609438,2.0986123,2.609438,2.3862944,1.0,2.609438,2.7917595,3.1972246,3.3025851,3.3978953,3.0794415,2.3862944,2.9459102,3.1972246,0
135,is,4.555348,6.313206,4.663562,4.610918,4.2580967,3.3978953,3.7725887,4.218876,2.7917595,2.3862944,3.944439,2.3862944,2.7917595,3.4849067,3.7080503,3.3025851,3.7725887,3.7080503,3.9957323,3.7725887,3.4849067,3.8903718,4.555348,3.3978953,4.871201,5.0073333,3.0794415,3.4849067,3.1972246,4.2580967,3.9957323,4.0910425,3.8332133,3.6390574,3.7080503,3.5649493,4.3322043,4.465736,3.1972246,1.6931472,3.7080503,3.5649493,4.135494,2.9459102,3.3025851,3.3025851,3.8903718,3.5649493,4.555348,1.0
136,desir,0,1.6931472,0,0,2.3862944,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,2.0986123,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
137,welfar,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0
138,if,3.4849067,4.8501477,2.7917595,2.7917595,2.7917595,1.0,2.7917595,3.3025851,1.6931472,2.7917595,1.0,1.6931472,2.609438,1.6931472,3.3025851,1.6931472,2.609438,0,2.7917595,2.3862944,1.6931472,1.6931472,3.6390574,1.6931472,3.0794415,2.9459102,2.0986123,1.0,1.6931472,2.3862944,2.3862944,1.0,2.3862944,2.609438,2.609438,2.3862944,2.609438,0,1.0,1.6931472,3.4849067,3.0794415,2.7917595,1.0,2.0986123,1.6931472,2.609438,1.6931472,2.9459102,1.0
139,there,4.7376695,5.4998097,4.295837,2.609438,2.3862944,2.7917595,3.4849067,3.3025851,2.3862944,2.9459102,3.5649493,2.9459102,3.3025851,2.7917595,2.3862944,2.0986123,2.609438,2.3862944,3.6390574,2.9459102,3.1972246,2.9459102,4.433987,3.6390574,4.6888795,2.9459102,3.3025851,2.0986123,3.3978953,2.9459102,3.3978953,3.4849067,3.7080503,2.9459102,3.4849067,2.7917595,2.7917595,2.9459102,2.9459102,2.3862944,2.609438,3.3978953,3.8332133,2.609438,2.609438,2.3862944,2.0986123,3.0794415,2.9459102,0
140,ha,2.3862944,4.663562,2.7917595,2.0986123,2.3862944,1.6931472,1.6931472,2.9459102,1.0,2.3862944,1.6931472,2.7917595,1.0,0,1.0,2.609438,1.6931472,1.0,3.3025851,2.0986123,2.3862944,2.7917595,2.7917595,1.0,2.3862944,3.7725887,1.6931472,2.0986123,3.1972246,2.3862944,1.0,2.609438,0,2.3862944,2.0986123,2.0986123,2.0986123,2.609438,2.3862944,1.6931472,1.0,2.609438,2.9459102,1.0,3.5649493,1.0,2.7917595,3.8332133,1.6931472,0
141,been,4.135494,4.871201,2.7917595,1.0,0,1.0,2.609438,3.7080503,2.0986123,2.9459102,2.7917595,1.0,2.3862944,1.0,0,1.0,1.6931472,1.6931472,0,3.0794415,2.0986123,3.5649493,3.3978953,2.3862944,4.218876,2.609438,1.0,2.3862944,3.1972246,1.0,2.609438,0,2.0986123,3.1972246,1.0,1.6931472,0,1.6931472,2.609438,2.3862944,1.6931472,0,1.6931472,2.3862944,2.9459102,2.0986123,2.0986123,0,1.0,0
142,anyth,1.6931472,3.3978953,2.0986123,2.0986123,1.6931472,0,2.0986123,2.7917595,2.0986123,1.6931472,1.0,0,1.6931472,0,0,0,1.6931472,0,0,1.6931472,1.0,0,2.3862944,1.6931472,2.609438,0,0,0,0,1.6931472,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2.0986123,1.0,0,0,0,0,0,1.0,0
143,benefit,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0
144,actual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
145,civil,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,1.0,0
146,kiss,1.0,1.6931472,0,0,0,0,0,0,1.0,0,0,3.3025851,0,0,0,1.0,0,2.0986123,0,0,1.6931472,1.0,0,0,2.3862944,2.0986123,0,0,0,0,2.0986123,1.0,0,0,0,0,0,1.0,0,1.6931472,0,0,0,0,0,0,0,0,0,0
